snake	1846	1534	585
snake	1847	1709	581
snake	1848	1680	645
snake	1849	1874	654
snake	1850	2065	766
snake	1851	2407	879
snake	1852	2568	874
snake	1853	2809	878
snake	1854	2863	1026
snake	1855	2434	840
snake	1856	3047	1026
snake	1857	2744	929
snake	1858	2349	818
snake	1859	2892	899
snake	1860	2966	1025
snake	1861	2590	683
snake	1862	2456	662
snake	1863	2529	786
snake	1864	2500	761
snake	1865	2383	751
snake	1866	2740	854
snake	1867	2118	768
snake	1868	2877	844
snake	1869	3903	817
snake	1870	3272	851
snake	1871	3426	1016
snake	1872	3239	932
snake	1873	3026	892
snake	1874	3005	943
snake	1875	3520	1093
snake	1876	4563	1150
snake	1877	3319	1099
snake	1878	3975	1118
snake	1879	4008	1143
snake	1880	4990	1396
snake	1881	4180	1305
snake	1882	7726	1411
snake	1883	6409	1713
snake	1884	6273	1484
snake	1885	5840	1641
snake	1886	5109	1207
snake	1887	5414	1514
snake	1888	4334	1441
snake	1889	5500	1294
snake	1890	4493	1387
snake	1891	6300	1556
snake	1892	7073	1786
snake	1893	5686	1674
snake	1894	6752	1726
snake	1895	6954	1940
snake	1896	9054	2207
snake	1897	6740	2053
snake	1898	7507	2244
snake	1899	8203	2528
snake	1900	8627	2744
snake	1901	8943	2428
snake	1902	8097	2749
snake	1903	10009	2447
snake	1904	11358	2764
snake	1905	9479	2668
snake	1906	10629	2877
snake	1907	10092	2794
snake	1908	9968	2667
snake	1909	9994	2564
snake	1910	10742	2767
snake	1911	8345	2566
snake	1912	11976	2677
snake	1913	10032	2667
snake	1914	9680	2391
snake	1915	7436	2268
snake	1916	8453	2389
snake	1917	7467	2390
snake	1918	6770	1882
snake	1919	6693	2085
snake	1920	9113	2659
snake	1921	8331	2243
snake	1922	8728	2696
snake	1923	9341	2429
snake	1924	8287	2273
snake	1925	9184	2338
snake	1926	9709	2179
snake	1927	10162	2561
snake	1928	9777	2510
snake	1929	10809	2579
snake	1930	10893	2640
snake	1931	11359	2520
snake	1932	11318	2165
snake	1933	8348	1890
snake	1934	8595	2106
snake	1935	10904	2477
snake	1936	10770	2397
snake	1937	14027	2549
snake	1938	10895	2382
snake	1939	11021	2437
snake	1940	9073	2239
snake	1941	9848	2005
snake	1942	8231	1952
snake	1943	6449	1755
snake	1944	8521	1737
snake	1945	7349	1733
snake	1946	8838	2377
snake	1947	11101	2736
snake	1948	11588	2723
snake	1949	13119	2972
snake	1950	13197	2871
snake	1951	12756	2828
snake	1952	11004	2827
snake	1953	12665	2972
snake	1954	13375	3165
snake	1955	13864	3215
snake	1956	18324	3192
snake	1957	15668	3577
snake	1958	15958	3760
snake	1959	17315	3772
snake	1960	17718	4106
snake	1961	19252	4595
snake	1962	24757	4954
snake	1963	22392	5222
snake	1964	23512	5175
snake	1965	23235	5561
snake	1966	25768	6070
snake	1967	24984	6433
snake	1968	32818	7124
snake	1969	30279	7246
snake	1970	30233	7375
snake	1971	30096	7170
snake	1972	30970	7473
snake	1973	29390	7430
snake	1974	35180	7321
snake	1975	33401	7602
snake	1976	34542	8000
snake	1977	34007	8086
snake	1978	33462	8216
snake	1979	34732	8122
snake	1980	36748	8316
snake	1981	34184	8273
snake	1982	38108	8843
snake	1983	40291	9043
snake	1984	39602	9514
snake	1985	40523	9657
snake	1986	42315	10422
snake	1987	47292	10934
snake	1988	46960	11411
snake	1989	55212	12530
snake	1990	54587	13696
snake	1991	57840	13711
snake	1992	58438	14661
snake	1993	58968	14683
snake	1994	66952	15648
snake	1995	71237	16234
snake	1996	73358	17582
snake	1997	78447	17793
snake	1998	78227	18706
snake	1999	81657	20127
snake	2000	101157	23259
snake	2001	93211	23350
snake	2002	106896	26285
snake	2003	121870	29028
snake	2004	127615	32709
snake	2005	123095	31504
snake	2006	127863	32421
snake	2007	139068	35122
snake	2008	166852	46803
snaketail	1906	1	1
snaketail	1919	1	1
snaketail	1926	2	2
snaketail	1967	6	3
snaketail	1975	1	1
snaketail	1977	4	1
snaketail	1982	1	1
snaketail	1986	1	1
snaketail	1987	1	1
snaketail	1989	5	5
snaketail	1990	1	1
snaketail	1991	3	3
snaketail	1993	8	4
snaketail	1994	2	2
snaketail	1995	16	8
snaketail	1996	20	4
snaketail	1997	2	1
snaketail	1999	1	1
snaketail	2000	2	2
snaketail	2001	3	3
snaketail	2002	11	5
snaketail	2003	10	3
snaketail	2004	4	3
snaketail	2005	4	4
snaketail	2006	5	5
snaketail	2007	7	5
snaketail	2008	7	6
